schema_version,task_id,sample_sequence,monotonic_ns,audit_utc_ns,server_time_ms,best_bid,best_ask,mid_price
skhynix_c6in_latency_v2,0822T002,193,594271471132612,1787453995158442655,1787453994901,1254.9,1255.1,1255.0
skhynix_c6in_latency_v2,0822T002,194,594272003916674,1787453995691226662,1787453995450,1254.9,1255.1,1255.0
skhynix_c6in_latency_v2,0822T002,195,594272520237561,1787453996207549682,1787453995968,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,196,594273033156910,1787453996720467784,1787453996471,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,197,594273640296070,1787453997327607606,1787453997007,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,198,594274072445833,1787453997759755544,1787453997537,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,199,594274692775836,1787453998380087842,1787453998081,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,200,594275152712537,1787453998840024672,1787453998620,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,201,594275739215161,1787453999426527209,1787453999155,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,202,594276262701323,1787453999950012260,1787453999698,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,203,594277429593621,1787454001116905787,1787454000229,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,204,594277540531391,1787454001227840087,1787454000799,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,205,594277921482209,1787454001608794192,1787454001338,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,206,594278507021145,1787454002194333287,1787454001879,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,207,594279010884352,1787454002698195278,1787454002433,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,208,594279540444533,1787454003227755284,1787454002978,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,209,594280115062813,1787454003802374446,1787454003530,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,210,594280713859382,1787454004401170743,1787454004067,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,211,594281172894153,1787454004860205209,1787454004584,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,212,594281718235562,1787454005405547565,1787454005122,1255.0,1255.2,1255.1
skhynix_c6in_latency_v2,0822T002,213,594282273514891,1787454005960826375,1787454005652,1255.3,1255.4,1255.35
skhynix_c6in_latency_v2,0822T002,214,594282756701363,1787454006444013090,1787454006201,1255.3,1255.4,1255.35
skhynix_c6in_latency_v2,0822T002,215,594283447935848,1787454007135247804,1787454006731,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,216,594283829073899,1787454007516385340,1787454007271,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,217,594284354356809,1787454008041668011,1787454007806,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,218,594284882094416,1787454008569405808,1787454008335,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,219,594285435013546,1787454009122324000,1787454008880,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,220,594285968298572,1787454009655610057,1787454009398,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,221,594288010339106,1787454011697650532,1787454010007,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,222,594288171844391,1787454011859153464,1787454010620,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,223,594288327518816,1787454012014826057,1787454011219,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,224,594288422990734,1787454012110297869,1787454011737,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,225,594288790254301,1787454012477561591,1787454012213,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,226,594289318951489,1787454013006260340,1787454012752,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,227,594289793105009,1787454013480414080,1787454013266,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,228,594290353517031,1787454014040826095,1787454013787,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,229,594290982483759,1787454014669796058,1787454014373,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,230,594291495243386,1787454015182555434,1787454014878,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,231,594291991331890,1787454015678643179,1787454015436,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,232,594292547867072,1787454016235178296,1787454015976,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,233,594293104931048,1787454016792243733,1787454016526,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,234,594293714150964,1787454017401463054,1787454017062,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,235,594294164777651,1787454017852089355,1787454017609,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,236,594294706091281,1787454018393402923,1787454018142,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,237,594295231592153,1787454018918902934,1787454018679,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,238,594295783001671,1787454019470313990,1787454019215,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,239,594296299448237,1787454019986759239,1787454019760,1255.2,1255.4,1255.3
skhynix_c6in_latency_v2,0822T002,240,594296872809702,1787454020560121783,1787454020305,1255.2,1255.4,1255.3
