event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
429,trades,1784122438575,1784122438813763082,0.239261,buy,65435,65435,65436,1,0.005,5.86555,32,1173.11,6,0.00188,0,0.00188,5.87055,0.0003202425667101038233214945789,touched_quote_without_depletion,,0.00047,False,missing_same_side_strict_through_support,111,59606,349,2,same_touch_stable_enough,real_bbo_history_touch_stability,875,1784122437700,0.0191,5.86555,5.84645,1,32,31,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
430,l2Book,1784122438772,1784122439061819696,0.290298,buy,65435,65435,65436,1,0.005,8.7916,49,1758.32,6,0.00188,0,0.00188,8.7966,0.000213718936861969397267125935,touched_quote_without_depletion,,0.00047,False,missing_same_side_strict_through_support,111,59618,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1072,1784122437700,5.86555,8.7916,2.92605,32,49,17,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
431,trades,1784122438909,1784122439149693025,0.241173,buy,65435,65435,65436,1,0.005,8.7916,49,1758.32,7,0.0317,0,0.0317,8.7966,0.003603665052406611645408453266,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59618,137,3,same_touch_stable_enough,real_bbo_history_touch_stability,1209,1784122437700,5.86555,8.7916,2.92605,32,49,17,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
432,trades,1784122439113,1784122439353251555,0.240773,buy,65435,65435,65436,1,0.005,8.7916,49,1758.32,9,0.03341,0,0.03341,8.7966,0.003798058340722551895050360367,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59618,341,3,same_touch_stable_enough,real_bbo_history_touch_stability,1413,1784122437700,5.86555,8.7916,2.92605,32,49,17,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
433,l2Book,1784122439316,1784122439614657982,0.299181,buy,65435,65435,65436,1,0.005,9.20783,51,1841.566,9,0.03341,0,0.03341,9.21283,0.003626464398018849799681531082,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59628,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1616,1784122437700,8.7916,9.20783,0.41623,49,51,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
434,trades,1784122439721,1784122439972962558,0.252463,buy,65435,65435,65436,1,0.005,9.20783,51,1841.566,10,0.03341,0,0.03341,9.21283,0.003626464398018849799681531082,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,110,59080,405,4,same_touch_stable_enough,real_bbo_history_touch_stability,2021,1784122437700,8.7916,9.20783,0.41623,49,51,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
435,l2Book,1784122439843,1784122440210923909,0.368454,buy,65435,65435,65436,1,0.005,14.36193,54,2872.386,10,0.03341,0,0.03341,14.36693,0.002325479416966603164350351815,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59607,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2143,1784122437700,9.20783,14.36193,5.1541,51,54,3,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
436,trades,1784122440049,1784122440359595872,0.311118,buy,65435,65435,65436,1,0.005,14.36193,54,2872.386,11,0.03477,0,0.03477,14.36693,0.002420141254951475367388857606,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59607,206,5,same_touch_stable_enough,real_bbo_history_touch_stability,2349,1784122437700,9.20783,14.36193,5.1541,51,54,3,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
437,trades,1784122440125,1784122440800507783,0.676037,buy,65435,65435,65436,1,0.005,14.36193,54,2872.386,14,0.03477,0,0.03477,14.36693,0.002420141254951475367388857606,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59607,282,5,same_touch_stable_enough,real_bbo_history_touch_stability,2425,1784122437700,9.20783,14.36193,5.1541,51,54,3,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
438,l2Book,1784122440375,1784122440801279112,0.426584,buy,65436,65436,65437,1,0.005,20.30571,145,4061.142,14,0,0.03477,0.03477,20.31071,0.001711904704463802594788660761,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,111,59634,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122440375,,20.30571,,,145,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
439,trades,1784122440529,1784122440801732264,0.273034,buy,65436,65436,65437,1,0.005,20.30571,145,4061.142,16,0,0.03477,0.03477,20.31071,0.001711904704463802594788660761,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,111,59634,154,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,154,1784122440375,,20.30571,,,145,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
440,l2Book,1784122440935,1784122441269826945,0.335331,buy,65438,65438,65439,1,0.005,0.05055,1,10.11,16,0,0.03477,0.03477,0.05555,0.6259225922592259225922592259,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,111,59655,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122440935,,0.05055,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
441,l2Book,1784122441457,1784122441792749675,0.336262,buy,65436,65436,65437,1,0.005,0.00016,1,0.032,15,0,0.03477,0.03477,0.00516,6.738372093023255813953488372,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,111,59631,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122441457,,0.00016,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
442,l2Book,1784122442060,1784122442441415074,0.38192,buy,65430,65430,65431,1,0.005,0.0191,1,3.82,10,0,0,0,0.0241,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,111,59699,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122442060,,0.0191,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
443,trades,1784122442138,1784122442442112091,0.304416,buy,65430,65430,65431,1,0.005,0.0191,1,3.82,9,0,0,0,0.0241,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,111,59699,78,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,78,1784122442060,,0.0191,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
444,trades,1784122442334,1784122442610957513,0.277462,buy,65430,65430,65431,1,0.005,0.0191,1,3.82,10,0.00123,0,0.00123,0.0241,0.05103734439834024896265560166,touched_quote_without_depletion,,0.0003,False,missing_same_side_strict_through_support,111,59699,274,1,same_touch_stable_enough,real_bbo_history_touch_stability,274,1784122442060,,0.0191,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
445,trades,1784122442534,1784122442844889950,0.311355,buy,65430,65430,65431,1,0.005,0.0191,1,3.82,11,0.00887,0,0.00887,0.0241,0.3680497925311203319502074689,touched_quote_without_depletion,,0.00221,False,missing_same_side_strict_through_support,110,59177,474,1,same_touch_stable_enough,real_bbo_history_touch_stability,474,1784122442060,,0.0191,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
446,l2Book,1784122442655,1784122442983167564,0.328722,buy,65430,65430,65431,1,0.005,0.37251,6,74.502,11,0.00887,0,0.00887,0.37751,0.0234960663293687584434849408,touched_quote_without_depletion,,0.00221,False,missing_same_side_strict_through_support,111,59772,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,595,1784122442060,0.0191,0.37251,0.35341,1,6,5,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
447,l2Book,1784122443193,1784122443501175084,0.308671,buy,65430,65430,65431,1,0.005,0.43746,7,87.492,5,0.00887,0,0.00887,0.44246,0.02004700989919992767707815396,touched_quote_without_depletion,,0.00221,False,missing_same_side_strict_through_support,111,59680,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1133,1784122442060,0.37251,0.43746,0.06495,6,7,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
448,l2Book,1784122443763,1784122444092322615,0.329855,buy,65429,65429,65430,1,0.005,0.00016,1,0.032,3,0,0,0,0.00516,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,111,59697,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122443763,,0.00016,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
449,trades,1784122444033,1784122444322033167,0.289509,buy,65429,65429,65430,1,0.005,0.00016,1,0.032,4,0,0,0,0.00516,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,111,59697,270,1,same_touch_stable_enough,real_bbo_history_touch_stability,270,1784122443763,,0.00016,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
450,l2Book,1784122444293,1784122444617157894,0.324658,buy,65427,65427,65428,1,0.005,0.00016,1,0.032,4,0,0,0,0.00516,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,111,59713,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122444293,,0.00016,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
451,trades,1784122444440,1784122444747212405,0.30772,buy,65427,65427,65428,1,0.005,0.00016,1,0.032,15,0,0.06939,0.06939,0.00516,13.44767441860465116279069767,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,111,59713,147,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,147,1784122444293,,0.00016,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
452,l2Book,1784122444848,1784122445158355544,0.310887,buy,65415,65415,65416,1,0.005,0.13999,6,27.998,15,0,0,0,0.14499,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,111,59731,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122444848,,0.13999,,,6,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
453,trades,1784122445043,1784122445354722207,0.312274,buy,65415,65415,65416,1,0.005,0.13999,6,27.998,18,0,0.0049,0.0049,0.14499,0.03379543416787364645837643975,strict_trade_through_seen_but_visible_top_not_depleted,,0.00122,False,missing_touch_freshness_or_queue_reset_evidence,111,59731,195,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,195,1784122444848,,0.13999,,,6,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
454,l2Book,1784122445379,1784122446111791195,0.733297,buy,65408,65408,65409,1,0.005,0.002,1,0.4,16,0,0,0,0.007,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,111,59660,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122445379,,0.002,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
455,l2Book,1784122445894,1784122446261061618,0.367564,buy,65408,65408,65409,1,0.005,3.38441,18,676.882,15,0,0,0,3.38941,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,111,59639,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,515,1784122445379,0.002,3.38441,3.38241,1,18,17,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
456,trades,1784122446057,1784122446410688030,0.354269,buy,65408,65408,65409,1,0.005,3.38441,18,676.882,20,0.30018,0,0.30018,3.38941,0.08856408637491480818195497151,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59639,163,2,same_touch_stable_enough,real_bbo_history_touch_stability,678,1784122445379,0.002,3.38441,3.38241,1,18,17,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
457,trades,1784122446258,1784122446520183059,0.262687,buy,65408,65408,65409,1,0.005,3.38441,18,676.882,22,0.60018,0,0.60018,3.38941,0.1770750661619573908143305177,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,110,59102,364,2,same_touch_stable_enough,real_bbo_history_touch_stability,879,1784122445379,0.002,3.38441,3.38241,1,18,17,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
458,trades,1784122446391,1784122446644098420,0.253615,buy,65408,65408,65409,1,0.005,3.38441,18,676.882,23,0.60018,0,0.60018,3.38941,0.1770750661619573908143305177,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,110,59102,497,2,same_touch_stable_enough,real_bbo_history_touch_stability,1012,1784122445379,0.002,3.38441,3.38241,1,18,17,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
459,l2Book,1784122446509,1784122446819451300,0.31095,buy,65408,65408,65409,1,0.005,0.64511,11,129.022,23,0.60018,0,0.60018,0.65011,0.9231976127116949439325652582,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59717,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1130,1784122445379,3.38441,0.64511,-2.7393,18,11,-7,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
460,trades,1784122446659,1784122446941405030,0.282943,buy,65408,65408,65409,1,0.005,0.64511,11,129.022,24,0.60018,0,0.60018,0.65011,0.9231976127116949439325652582,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59717,150,3,same_touch_stable_enough,real_bbo_history_touch_stability,1280,1784122445379,3.38441,0.64511,-2.7393,18,11,-7,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
461,trades,1784122446792,1784122447041306229,0.249837,buy,65408,65408,65409,1,0.005,0.64511,11,129.022,26,0.60853,0,0.60853,0.65011,0.9360415929611911830305640584,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59717,283,3,same_touch_stable_enough,real_bbo_history_touch_stability,1413,1784122445379,3.38441,0.64511,-2.7393,18,11,-7,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
462,l2Book,1784122447042,1784122447385648151,0.344211,buy,65408,65408,65409,1,0.005,0.63768,12,127.536,25,0.60853,0,0.60853,0.64268,0.9468631356195929545030186096,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59724,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1663,1784122445379,3.38441,0.63768,-2.74673,18,12,-6,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
463,l2Book,1784122447598,1784122447894331729,0.296832,buy,65408,65408,65409,1,0.005,0.63676,11,127.352,14,0.60853,0,0.60853,0.64176,0.9482205185739217152829718275,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,111,59739,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2219,1784122445379,3.38441,0.63676,-2.74765,18,11,-7,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
464,trades,1784122447998,1784122448241585140,0.244107,buy,65408,65408,65409,1,0.005,0.63676,11,127.352,15,0.60853,0.00084,0.60937,0.64176,0.9495294190974819247070555971,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,110,59199,400,5,same_touch_stable_enough,real_bbo_history_touch_stability,2619,1784122445379,3.38441,0.63676,-2.74765,18,11,-7,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
465,l2Book,1784122448118,1784122448480932903,0.363449,buy,65407,65407,65408,1,0.005,0.11437,2,22.874,12,0.00084,0,0.00084,0.11937,0.007036943955767780849459663232,touched_quote_without_depletion,,0.00021,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,111,59719,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122448118,,0.11437,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
466,trades,1784122448118,1784122448481654824,0.363955,buy,65407,65407,65408,1,0.005,0.11437,2,22.874,13,0.00084,0,0.00084,0.11937,0.007036943955767780849459663232,touched_quote_without_depletion,,0.00021,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,111,59719,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122448118,,0.11437,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
467,trades,1784122448398,1784122448644108833,0.246619,buy,65407,65407,65408,1,0.005,0.11437,2,22.874,20,0.11505,0.17356,0.28861,0.11937,2.417776660802546703526849292,depleted_top_plus_order_proxy,quality_b,0.002,True,,111,59719,280,1,same_touch_stable_enough,real_bbo_history_touch_stability,280,1784122448118,,0.11437,,,2,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
468,trades,1784122448658,1784122448956845604,0.299241,buy,65399,65399,65400,1,0.005,0.45967,1,91.934,22,0.11426,0,0.11426,0.46467,0.2458949361912755288699507177,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,111,59740,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122448658,,0.45967,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
469,trades,1784122448866,1784122449126262115,0.260739,buy,65399,65399,65400,1,0.005,0.45967,1,91.934,27,0.11426,0.10811,0.22237,0.46467,0.4785546732089439817504895948,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,111,59740,208,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,208,1784122448658,,0.45967,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
470,trades,1784122449071,1784122449393003999,0.322494,buy,65399,65399,65400,1,0.005,0.45967,1,91.934,23,0.11426,0.14659,0.26085,0.46467,0.5613661308025050035509070954,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,110,59189,413,1,same_touch_stable_enough,real_bbo_history_touch_stability,413,1784122448658,,0.45967,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
471,l2Book,1784122449204,1784122449473709304,0.270221,buy,65394,65394,65395,1,0.005,1.17935,4,235.87,23,0.14122,0,0.14122,1.18435,0.1192384008105711993920716005,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,111,59735,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122449204,,1.17935,,,4,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
